brand,name,model-name,image-src,price,sale,rate,no-reviews,display-size,ram,HDD,processor,graphics-card,link-href,operating-system,SSD,rate-weight,site
Apple,"Apple MacBook Air MGN93AE/A Laptop, 13.3 inch, Apple M1 Chip, 256GB SSD, 8GB RAM, M1 GPU 7 Cores, macOS - Silver with Toshiba Canvio Basics External Hard Drive, 1TB, Black - HDTB410XK3AA",MacBook Air MGN93AE/A,"https://btech.com/cdn-cgi/image/quality=50,format=auto/media/catalog/product/cache/ef84da3fdff0f0c86a7d8b00e593a61b/b/m/bmapplehdbndl002.jpg",42349.0,0.0,0.0,0.0,13.3 Inch,8 GB,NONE,NONE,NONE,https://btech.com/en/apple-macbook-air-mgn93aea-laptop-toshiba-external-hdd-1tb-hdtb410xk3aa.html,Mac OS,256GB,0.0,BTECH
Fujitsu,"Fujitsu Lifebook A3511 Laptop, Intel Core i3-1115G4, 15.6 Inch FHD, 256GB SSD, 8GB RAM, Intel UHD Graphics, Dos - Black",Lifebook A3511,"https://btech.com/cdn-cgi/image/quality=50,format=auto/media/catalog/product/cache/25cea0c82894394efe4a4c68d730cbeb/5/d/5d0357af149e1f827bf177d7d1504671b02d8ba140940d18f911e9efa29a2b86.jpeg",10999.0,0.0,0.0,0.0,15.6 Inch,8 GB,NONE,Intel Core i3-1115G4,"Intel UHD Graphics,",https://btech.com/en/fujitsu-lifebook-a3511-laptop-i3-1115g4-fhd-256gb-ssd-8gb-intel-15inch-dos-black.html,FREEDOS,256GB,0.0,BTECH
Apple,"Apple MacBook Pro, Apple M2 chip with 8-Core CPU And 10-Core GPU, 13.3 Inch FHD, 256GB SSD, 8GB RAM, Integrated Graphics, Mac OS - Grey with Canon Pixma TS5340 3in1 Inkjet Printer - Black",MacBook Pro,"https://btech.com/cdn-cgi/image/quality=50,format=auto/media/catalog/product/cache/b75b4c536a14e3c36d74e114ddfaad71/b/m/bmappleprbndl004.jpg",58799.0,0.0,0.0,0.0,13.3 Inch,8 GB,NONE,Apple M2 chip with 8-Core CPU And 10-Core GPU,NONE,https://btech.com/en/apple-macbook-pro-laptop-canon-black-printer-pixma-ts5340.html,Mac OS,256GB,0.0,BTECH
Apple,"Apple MacBook Air MLY33AE/A Laptop, 13.6 inch, Apple M2 Chip, 256GB SSD, 8GB RAM, M2 GPU 8 Cores, macOS - Midnight with Canon Pixma TS5340 3in1 Inkjet Printer - Black",MacBook Air MLY33AE/A,"https://btech.com/cdn-cgi/image/quality=50,format=auto/media/catalog/product/cache/c23a5bd7efa02ec70c7142d7ac342c43/b/m/bmappleprbndl002.jpg",53999.0,0.0,0.0,0.0,13.6 Inch,8 GB,NONE,NONE,NONE,https://btech.com/en/apple-macbook-air-mly33aea-laptop-canon-black-printer-pixma-ts5340.html,Mac OS,256GB,0.0,BTECH
Hp,"HP 250 G7 Notebook Laptop, Intel Core i3-1005G1, 15.6 Inch, 1TB, 4GB RAM, Intel HD Graphics 620, Dos - Black",250 G7 Notebook,"https://btech.com/cdn-cgi/image/quality=50,format=auto/media/catalog/product/cache/4709f4e5925590e2003d78a7a1e77edb/h/p/hp_250_g7.png",12990.0,0.0,3.9,240.0,15.6 Inch,4 GB,NONE,Intel Core i3-1005G1,"Intel HD Graphics 620,",https://btech.com/en/hp-250-g7-notebook-i3-1005g1-1tb-4gb.html,FREEDOS,NONE,0.0,BTECH
Apple,"Apple MacBook Air MLXW3AE/A Laptop, 13.6 inch, Apple M2 Chip, 256GB SSD, 8GB RAM, M2 GPU 8 Cores, macOS - Space Grey with Canon Pixma TS5340 3in1 Inkjet Printer - Black",MacBook Air MLXW3AE/A,"https://btech.com/cdn-cgi/image/quality=50,format=auto/media/catalog/product/cache/e0ef283b345593ddfbd37f770db56846/b/m/bmappleprbndl001.jpg",53999.0,0.0,0.0,0.0,13.6 Inch,8 GB,NONE,NONE,NONE,https://btech.com/en/apple-macbook-air-mlxw3ae-a-laptop-canon-pixma-ts5340-printer.html,Mac OS,256GB,0.0,BTECH
Acer,"Acer Aspire 3 A315-56-35TF Laptop, Intel Core i3-1005G1, 15.6 Inch FHD, 1TB HDD, 4GB RAM, Intel HD Graphics, FREEDOS - Black with LG Monitor, 22 Inch, 75Hz, 5ms - 22MP410-B",Aspire 3 A315-56-35TF,"https://btech.com/cdn-cgi/image/quality=50,format=auto/media/catalog/product/cache/8e279240a6612e9579d3be696bac1c07/4/7/47676884b0fd623d1bf15289498d4b64fc3a3f62cc2030b75fb895ffda1e6b49_11zon_1.jpg",15599.0,15.0,0.0,0.0,15.6 Inch,4 GB,1TB,Intel Core i3-1005G1,"Intel HD Graphics,",https://btech.com/en/acer-aspire-3-a315-56-laptop-intel-core-i3-1005g1-15-6-1tb-4gb-intel-hd-graphics-freedos-lg-monitor-22-inch-22mp410-b.html,FREEDOS,NONE,0.0,BTECH
Lenovo,"Lenovo Ideapad 3 Laptop, Intel Core i5-1135G7, 15.6 Inch FHD, 1TB HDD, 8GB RAM, NVIDIA GeForce MX350 2GB, FREEDOS - Grey",Ideapad 3,"https://btech.com/cdn-cgi/image/quality=50,format=auto/media/catalog/product/cache/0799860a5482475be817e961d428f0bc/2/f/2f4707fbf8b0b66ddabb3ad1881707e93eaa8f6760e3a68c3275bb61b5680fca.jpeg",22999.0,5.0,0.0,0.0,15.6 Inch,8 GB,1TB,Intel Core i5-1135G7,"GeForce MX350 2GB,",https://btech.com/en/lenovo-ideapad-3-intel-i5-1135g7-1tb-8gb-grey.html,FREEDOS,NONE,0.0,BTECH
Lenovo,"Lenovo Ideapad 1 Laptop, Pentium N5030, 15.6 Inch HD, 256GB SSD, 8GB RAM, Intel iris XE Graphics, Free Dos - Blue",Ideapad 1,"https://btech.com/cdn-cgi/image/quality=50,format=auto/media/catalog/product/cache/0455ede6116225e27d2de807700aeee2/b/c/bc70f91b18919e7bed8432732f765de9b6c9a7980a3d217057811d5ea860284f.jpeg",11999.0,5.0,0.0,0.0,15.6 Inch,8 GB,NONE,Pentium N5030,"Intel iris XE Graphics,",https://btech.com/en/lenovo-ideapad-1-laptop-intel-celeron-n5030-15-6-inch-hd-256gb-ssd-8gb-intel-iris-xe-graphics-dos-blue.html,FREEDOS,256GB,0.0,BTECH
Lenovo,"Lenovo Legion 5 Laptop, Intel Core i7-11800H, 15.6 Inch FHD 165Hz, 512GB SSD, 16GB RAM, NVIDIA GeForce RTX 3060 6GB, Dos - Phantom Blue",Lenovo Legion 5,"https://btech.com/cdn-cgi/image/quality=50,format=auto/media/catalog/product/cache/0dc80b39ca3a7006aa38e9861c35b9d4/1/6/1636474622-img-1639156_lx5aj70dnh2yjnh2.jpg",50357.0,3.0,0.0,0.0,15.6 Inch,16 GB,NONE,Intel Core i7-11800H,"GeForce RTX 3060 6GB,",https://btech.com/en/lenovo-leg-5-i7-11800h-512gb-16gb-rtx-3060-bl.html,FREEDOS,512GB,0.0,BTECH
Acer,"Acer Aspire 3 A315-56-35TF Laptop, Intel Core i3-1005G1, 15.6 Inch FHD, 1TB HDD, 4GB RAM, Intel HD Graphics, FREEDOS - Black",Aspire 3 A315-56-35TF,"https://btech.com/cdn-cgi/image/quality=50,format=auto/media/catalog/product/cache/0799860a5482475be817e961d428f0bc/4/7/47676884b0fd623d1bf15289498d4b64fc3a3f62cc2030b75fb895ffda1e6b49.jpeg",9999.0,5.0,0.0,0.0,15.6 Inch,4 GB,1TB,Intel Core i3-1005G1,"Intel HD Graphics,",https://btech.com/en/acer-aspire-3-a315-56-35tf-i3-1005g1-15-6-1tb-4gb-hd-black.html,FREEDOS,NONE,0.0,BTECH
ASUS,"Asus Vivobook K3605VC-OLED009W Laptop, Intel Core i9-13900H, 16 Inch OLED, 512GB SSD, 8GB RAM, 4GB Nvidia RTX3050 Graphics, Windows 11 - Cool Silver",Vivo Book K3605VC-OLED009W,"https://btech.com/cdn-cgi/image/quality=50,format=auto/media/catalog/product/cache/1baaab125ee3ef28bfe20832c84c6e15/f/2/f2486e2ed78bd294bb6e269d0bac98fcf4583244c945cfb1dfc6f6c0e12d266c.jpeg",49999.0,3.0,0.0,0.0,16 Inch,8 GB,NONE,Intel Core i9-13900H,"Nvidia RTX3050 Graphics,",https://btech.com/en/asus-vivo-book-k3605vc-oled009w-laptop-i9-13900h-oled-512gb-ssd-8gb-rtx3050-graphics-windows11-silver.html,Windows 11,512GB,0.0,BTECH
Hp,"HP DW3377NE Laptop, Intel Core i5-1135G7, 15.6 Inch HD, 512GB SSD, 8GB RAM, NVIDIA GeForce MX450 2GB, FREEDOS - Jet Black",DW3377NE,"https://btech.com/cdn-cgi/image/quality=50,format=auto/media/catalog/product/cache/0799860a5482475be817e961d428f0bc/e/2/e2e80a3a0e80d6a4184226df52669a2b10675574b690c5b0126bb9e42e03acdb.jpeg",23990.0,0.0,0.0,0.0,15.6 Inch,8 GB,NONE,Intel Core i5-1135G7,"GeForce MX450 2GB,",https://btech.com/en/hp-dw3377ne-i5-1135g7-512gb-mx450-freedos-bk.html,FREEDOS,512GB,0.0,BTECH
ASUS,"ASUS Zenbook Pro UX8402ZE-OLED007W Laptop, Intel Core i7-12700H, 14.5 Inch OLED, 1TB SSD, 16GB RAM, 4GB Nvidia RTX3050TI Graphics, Windows 11 - Black",Zenbook Pro UX8402ZE-OLED007W,"https://btech.com/cdn-cgi/image/quality=50,format=auto/media/catalog/product/cache/0799860a5482475be817e961d428f0bc/u/x/ux8402-02.jpg",74799.0,3.0,0.0,0.0,14.5 Inch,16 GB,NONE,Intel Core i7-12700H,"Nvidia RTX3050TI Graphics,",https://btech.com/en/asus-zenbook-pro-ux8402ze-oled007w-laptop-oled-1tb-ssd-16gb-ram-11-black.html,Windows 11,1TB,0.0,BTECH
ASUS,"Asus Zenbook S13 Laptop, Intel Core i7-1355U, 1TB SSD, 16GB RAM, 13.3 Inch 3K OLED 60Hz, Intel Iris Xe Graphics, Windows 11- Grey",Zenbook S13,"https://btech.com/cdn-cgi/image/quality=50,format=auto/media/catalog/product/cache/0799860a5482475be817e961d428f0bc/u/x/ux5304-01_1.jpg",52999.0,3.0,0.0,0.0,13.3 Inch,16 GB,NONE,Intel Core i7-1355U,"Intel Iris Xe Graphics,",https://btech.com/en/asus-zenbook-s13-laptop-i7-1355u-1tb-ssd-16gb-ram-13-3inch-intel-iris-xe-windows-11-grey.html,Windows 11,1TB,0.0,BTECH
Dell,"Dell Latitude 3520 Laptop, Intel Core i5-1135G7, 15.6 Inch, 256GB SSD, 8GB RAM, Intel Iris Xe Graphics, Dos- Black",Latitude 3520,"https://btech.com/cdn-cgi/image/quality=50,format=auto/media/catalog/product/cache/1a4cc4df62a2e0eadbcaffc051f6f618/b/8/b8a770bdeb533245f014bcb7a10ef4177f898fdd7b0a731f7d6c547d3b2d7e52.jpeg",35224.0,0.0,4.3,789.0,15.6 Inch,8 GB,NONE,Intel Core i5-1135G7,"Intel Iris Xe Graphics,",https://btech.com/en/dell-latitude3520-lapto-i5-1135g7-256gb-8gb-am.html,FREEDOS,256GB,0.0,BTECH
Hp,"HP Pavilion X360 14-EK0011NE Laptop, 14 Inch Touch Display, Intel Core i5-1235U, 512GB SSD, 8GB RAM, Intel Iris XE Graphics, Windows 11 - Silver",Pavilion X360 14-EK0011NE,"https://btech.com/cdn-cgi/image/quality=50,format=auto/media/catalog/product/cache/97f43d8f877f327def8d0815e03817f9/9/2/92579b29264fc68f5e6a72d1d93a835f144e9185b0ef1ad0e8b9901620a4421e.jpeg",33047.0,7.0,4.4,86.0,14 Inch,8 GB,NONE,NONE,"Intel Iris XE Graphics,",https://btech.com/en/hp-pavilion-x360-14-ek0011ne-laptop-i5-1235u-512gb-8gb-iris-xe-windows.html,Windows 11,512GB,0.0,BTECH
Apple,"Apple MacBook Air MLY33AE/A Laptop, 13.6 inch, Apple M2 Chip, 256GB SSD, 8GB RAM, M2 GPU 8 Cores, macOS - Midnight",MacBook Air MLY33AE/A,"https://btech.com/cdn-cgi/image/quality=50,format=auto/media/catalog/product/cache/f73ef34979c466b894edf5d7460a9c67/4/d/4de15e9e5208ece67610de3f8368cb34652498bc4157658c243817f9a4e85dca.jpeg",54999.0,5.0,4.6,467.0,13.6 Inch,8 GB,NONE,NONE,NONE,https://btech.com/en/apple-macbook-air-m2-chip-256gb-ssd-8gb-ram-8-cores-macos-midnight.html,Mac OS,256GB,0.0,BTECH
ASUS,"ASUS ZenBook 13 Notebook Laptop, Intel Core i7-1165G7, 13.3Inch FHD OLED, 1TB SSD, 16GB RAM, Intel Iris Xe Graphics, Windows 11, Pine Grey - UX325EA-OLED007W",ZenBook 13,"https://btech.com/cdn-cgi/image/quality=50,format=auto/media/catalog/product/cache/0799860a5482475be817e961d428f0bc/f/6/f61ceb225cc45d53eae6dac39828aa4858bb34bbeb725d46b9f7fd98cd7e1dd7.jpeg",34450.0,0.0,0.0,0.0,13.3 Inch,16 GB,NONE,Intel Core i7-1165G7,"Intel Iris Xe Graphics,",https://btech.com/en/asus-zenbook-13-notebook-laptop-ux325ea-oled007w.html,Windows 11,1TB,0.0,BTECH
Hp,"HP OMEN 15-en1003ne Laptop, AMD Ryzen R9-5900H, 15.6 Inch QHD 165Hz, 1TB SSD, 16GB RAM, NVIDIA GeForce RTX 3070 8GB, Windows 10 - Mica Silver",OMEN 15-1003NE,"https://btech.com/cdn-cgi/image/quality=50,format=auto/media/catalog/product/cache/2cd5183e8547b273a9485e4666225c60/0/9/0948acc1ec18135eb2a4d577ed8824e352fe1cd15ce20812ba408e2b18bb560a.jpeg",48999.0,3.0,4.7,59.0,15.6 Inch,16 GB,NONE,AMD Ryzen R9-5900H,"AMD Ryzen R9-5900H,",https://btech.com/en/hp-15-1003ne-r9-5900h-qhd-1tb-16gb-3070-win10-mc-sl.html,Windows 10,NONE,0.0,BTECH
Dell,"Dell Vostro 3510 Laptop, Intel Core i3-1115G4, 15.6 Inch FHD, 256GB SSD, 4GB RAM, Intel UHD Graphics, Ubuntu - Black",Vostro 3510,"https://btech.com/cdn-cgi/image/quality=50,format=auto/media/catalog/product/cache/0799860a5482475be817e961d428f0bc/d/v/dv3510nt-cnb-05000ff090-bk-2_7trxggxjjoe1hzxn_2.jpg",14200.0,1.0,4.8,4.0,15.6 Inch,4 GB,NONE,Intel Core i3-1115G4,"Intel UHD Graphics,",https://btech.com/en/dell-vostro-3510-i3-1115g4-256-4-uhd-ub-bk.html,Ubuntu,256GB,0.0,BTECH
Lenovo,"Lenovo IdeaPad 3 15IHU6 Gaming Laptop, Intel Core i7-11370H, 15.6 Inch 120Hz FHD, 1TB HDD and 256GB SSD, 16GB RAM, NVIDIA GeForce RTX 3050 4GB, Dos - ‎Shadow Black",IdeaPad,"https://btech.com/cdn-cgi/image/quality=50,format=auto/media/catalog/product/cache/96c33c2ab4eaeb49116428358afc0930/f/8/f8a73fd6d1795b410745029d9ffa42b75ad869803a341102ff6e979e3014ea62.jpeg",39506.0,0.0,4.3,11.0,15.6 Inch,16 GB,1TB,Intel Core i7-11370H,"GeForce RTX 3050 4GB,",https://btech.com/en/lenovo-ideapad-3-15ihu6-gaming-laptop-intel-core-i7-11370h-15-6-inch-120hz-fhd-1tb-hdd-and-256gb-ssd-16gb-ram-nvidia-geforce-rtx-3050-4gb-dos-shadow-black-b0b29n9w1m.html,FREEDOS,256GB,0.0,BTECH
Apple,"Apple MacBook Air MGND3AE/A Laptop, 13.3 inch, Apple M1 Chip, 256GB SSD, 8GB RAM, M1 GPU 7 Cores, macOS - Gold",MacBook Air MGND3AE/A,"https://btech.com/cdn-cgi/image/quality=50,format=auto/media/catalog/product/cache/5c952145d4f7ef6bf1f1c472d681ee45/d/e/deb7e31b0f0326c524d79b745188425a918d406a105a685fb67fbbea5135e1aa.jpeg",42999.0,5.0,0.0,0.0,13.3 Inch,8 GB,NONE,NONE,NONE,https://btech.com/en/apple-macbook-air-mgnd3ae-a-laptop-13-3-inch-apple-m1-chip-256gb-ssd-8gb-ram-m1-gpu-7-cores-macos-gold-1baplpmdmgnd3000l010.html,Mac OS,256GB,0.0,BTECH
Lenovo,"Lenovo IdeaPad Gaming 3 15IAH7 Laptop, Intel Core i7-12650H, 15.6 Inch FHD, 512GB SSD, 16GB RAM, NVIDIA GeForce RTX 3050 4GB, Win 11 - Grey",IdeaPad Gaming 3 15IAH7,"https://btech.com/cdn-cgi/image/quality=50,format=auto/media/catalog/product/cache/4709f4e5925590e2003d78a7a1e77edb/e/c/ec66a1b6ab682e19bdec66b0fa5864ec3091009e48f2c303b972a16d432bc24f.jpeg",37999.0,0.0,4.2,18.0,15.6 Inch,16 GB,NONE,Intel Core i7-12650H,"GeForce RTX 3050 4GB,",https://btech.com/en/lenovo-ideapad-gaming-3-15iah7-laptop-intel-core-i7-12650h-15-6-inch-fhd-512gb-ssd-16gb-ram-nvidia-geforce-rtx-3050-4gb-dos-grey-ideapadgaming315iah7.html,FREEDOS,512GB,0.0,BTECH
Lenovo,"Lenovo Legion 5 Pro Laptop, Intel Core i7-11800H, 16 Inch, 1TB SSD, 16GB RAM, NVIDIA GeForce RTX 3060 6GB, Dos - Storm Grey",Legion 5 Pro,"https://btech.com/cdn-cgi/image/quality=50,format=auto/media/catalog/product/cache/69c985adc385260c856600ebbecb4c70/l/e/lenovo-legion-5-pro-i7-11800h-1tb-16-dos_1.jpeg",54047.0,3.0,0.0,0.0,16 Inch,16 GB,NONE,Intel Core i7-11800H,"GeForce RTX 3060 6GB,",https://btech.com/en/lenovo-legion-5-pro-i7-11800h-1tb-16-dos-gy.html,FREEDOS,NONE,0.0,BTECH
Lenovo,"Lenovo Legion 5 Laptop, Intel Core i7-11800H, 15.6 Inch FHD 165Hz, 1TB SSD, 16GB RAM, NVIDIA GeForce RTX 3060 6GB, Dos - Blue with Lenovo IdeaPad M100 RGB Gaming Mouse - Black",Legion 5,"https://btech.com/cdn-cgi/image/quality=50,format=auto/media/catalog/product/cache/2ca89cb32a5a8e8c2d878403b90044f3/4/c/4ccb374968963eb858a0f7ff0ede13e1aa66631c1901cafdfba449fcb3f3101f.jpeg",51999.0,5.0,0.0,0.0,15.6 Inch,16 GB,NONE,Intel Core i7-11800H,"GeForce RTX 3060 6GB,",https://btech.com/en/lenovo-leg-5-i7-11800h-1tb-16gb-3060-6gb-dos-bl.html,FREEDOS,NONE,0.0,BTECH
Dell,"Dell Vostro 3515 Laptop, AMD Ryzen 3-3250U, 15.6 Inch, 128GB SSD, 4GB RAM, AMD Radeon Graphics, Ubuntu - Black",Dell Vostro 3515,"https://btech.com/cdn-cgi/image/quality=50,format=auto/media/catalog/product/cache/eedc7f0a65e060b5a5c601bae71967e8/d/e/dell-vostro-3515-r5-3540u-512gb-8gb-ub-bk-3_9wfij2hszmygjuy1.jpg",12350.0,0.0,0.0,0.0,15.6 Inch,4 GB,NONE,AMD Ryzen 3-3250U,"AMD Ryzen 3-3250U,",https://btech.com/en/dell-3515-r3-3250u-128gb-4gb-ub-bk.html,Ubuntu,128GB,0.0,BTECH
Lenovo,"Lenovo Legion 5 Laptop, Intel Core i7-11800H, 15.6 Inch FHD 165Hz, 1TB SSD, 16GB RAM, NVIDIA GeForce RTX 3070 8GB, Dos - Phantom Blue",Lenovo Legion 5,"https://btech.com/cdn-cgi/image/quality=50,format=auto/media/catalog/product/cache/0dc80b39ca3a7006aa38e9861c35b9d4/l/e/lenovo-leg-5-i7-11800h-1tb-16gb-rtx-3080-bl_1.jpg",54999.0,3.0,0.0,0.0,15.6 Inch,16 GB,NONE,Intel Core i7-11800H,"GeForce RTX 3070 8GB,",https://btech.com/en/lenovo-leg-5-i7-11800h-1tb-16gb-rtx-3070-ph-bl.html,FREEDOS,1TB,0.0,BTECH
Dell,"Dell G15-5530 Laptop, Intel Core i7-13650HX, 15.6 Inch FHD, 512GB SSD, 16GB RAM, 8GB Nvidia GeForce RTX 4060 Graphics, Windows 11 - Grey",G15-5530,"https://btech.com/cdn-cgi/image/quality=50,format=auto/media/catalog/product/cache/b167648aabc162b1c298100071e13de3/1/9/19b6d76479d1d5d1954f7e151459e33932aa1d6aeb74cd7ce59cc0c4c728509d.jpeg",67699.0,3.0,0.0,0.0,15.6 Inch,16 GB,NONE,Intel Core i7-13650HX,"Nvidia GeForce RTX 4060 Graphics,",https://btech.com/en/dell-g15-5530-laptop-i7-13650hx-15-6-inch-fhd-512-ssd-16-ram-rtx-4060-graphics-windows11-grey.html,Windows 11,512GB,0.0,BTECH
Lenovo,"Lenovo Ideapad 1 Laptop, Intel Core i3-1215U, 15.6 Inch FHD, 256GB SSD, 4GB RAM, Intel UHD Graphics, Windows 11 - Grey",Ideapad 1,"https://btech.com/cdn-cgi/image/quality=50,format=auto/media/catalog/product/cache/92b676f54cc1fdc1fd82ba51f96eade9/4/8/48642c320ffe771e83f50cfc1317a01a11567cfa371700501a31677d8160a525.jpeg",15199.0,5.0,0.0,0.0,15.6 Inch,4 GB,NONE,Intel Core i3-1215U,"Intel UHD Graphics,",https://btech.com/en/lenovo-ideapad-1-intel-i3-1215u-15-6-256gb-ssd-4gb-intel-uhd-windows-11-grey.html,Windows 11,256 GB,0.0,BTECH
ASUS,"Asus TUF FX507ZV4-LP007W Laptop, Intel Core i7-12700H, 15.6 Inch FHD, 512GB SSD, 16GB RAM, 8GB Nvidia RTX4060 Graphics, Windows 11 - Grey",TUF FX507ZV4-LP007W,"https://btech.com/cdn-cgi/image/quality=50,format=auto/media/catalog/product/cache/25cea0c82894394efe4a4c68d730cbeb/4/d/4d50e39e7f96ef6b22b95cdbba02718c75e823434382114a0fa23bd923d32941.jpeg",53999.0,5.0,0.0,0.0,15.6 Inch,16 GB,NONE,Intel Core i7-12700H,"Nvidia RTX4060 Graphics,",https://btech.com/en/asus-tuf-fx507zu4-lp007w-laptop-i7-12700h-512ssd-16gb-rtx4060-windows11-grey.html,Windows 11,512GB,0.0,BTECH
ASUS,"ASUS Zenbook UX3402ZA-OLED005W Laptop, Intel Core i5-1240P, 14 Inch OLED, 512GB SSD, 8GB RAM, Intel iris Xe Graphics, Windows 11 - Blue",Zenbook UX3402ZA-OLED005W,"https://btech.com/cdn-cgi/image/quality=50,format=auto/media/catalog/product/cache/8e279240a6612e9579d3be696bac1c07/u/x/ux3402za-oled005w-01.jpg",39999.0,5.0,0.0,0.0,14 Inch,8 GB,NONE,Intel Core i5-1240P,"Intel iris Xe Graphics,",https://btech.com/en/asus-zenbook-ux3402za-oled005w-laptop-i5-1240p-512gb-ssd-8gb-windows11-intel-iris-xe-graphics-blue.html,Windows 11,512GB,0.0,BTECH
Dell,"Dell Vostro 3515 Laptop, AMD Ryzen 5- 3450U, 15.6 Inch, 256GB SSD, 8GB RAM, AMD Radeon Vega 8, Dos- Black",Vostro 3515,"https://btech.com/cdn-cgi/image/quality=50,format=auto/media/catalog/product/cache/4709f4e5925590e2003d78a7a1e77edb/f/0/f077e0ad93265506ce688a52efc74b1aba9ee7619fecdecff5628ccd0ef7291a.jpeg",19600.0,0.0,0.0,0.0,15.6 Inch,8 GB,NONE,AMD Ryzen 5- 3450U,"AMD Ryzen 5- 3450U,",https://btech.com/en/dell-vostro3515-laptop-ryzen5-3450u-256gb-8gb-ram.html,FREEDOS,256GB,0.0,BTECH
Apple,"Apple MacBook Air MLXW3AE/A Laptop, 13.6 inch, Apple M2 Chip, 256GB SSD, 8GB RAM, M2 GPU 8 Cores, macOS - Space Grey",MacBook Air MLXW3AE/A,"https://btech.com/cdn-cgi/image/quality=50,format=auto/media/catalog/product/cache/1f23ddda6b686e0f6afab05596a916d3/8/5/8553f8fcad549d1791067abbeffa718a80407a0ad29aa2b2b0c032013f00e3fd.jpeg",54999.0,5.0,4.6,467.0,13.6 Inch,8 GB,NONE,NONE,NONE,https://btech.com/en/apple-macbook-air-mlxw3ae-a-laptop-13-6-inch-apple-m2-chip-256gb-ssd-8gb-ram-m2-gpu-8-cores-macos-space-grey-1baplpmdmlxw3000l051.html,Mac OS,256GB,0.0,BTECH
Dell,"Dell Inspiron 3520 Laptop, Intel Core i5-1135G7, 256GB SSD, 8GB RAM, 15.6 Inch FHD LED, 120Hz, Intel UHD Graphics, Windows 11 - Black",Inspiron 3520,"https://btech.com/cdn-cgi/image/quality=50,format=auto/media/catalog/product/cache/0799860a5482475be817e961d428f0bc/2/-/2-fat.jpg",20999.0,0.0,0.0,0.0,15.6 Inch,8 GB,NONE,Intel Core i5-1135G7,"Intel UHD Graphics,",https://btech.com/en/dell-inspiron-3520-laptop-intel-core-i5-1135g7-256gb-ssd-8gb-ram-15-6-inch-fhd-led-120hz-intel-uhd-graphics-windows-11-black.html,Windows 11,256GB,0.0,BTECH
Lenovo,"Lenovo Ideapad 5 Laptop, Intel Core i7-1165G7, 15.6 Inch FHD, 512GB SSD, 16GB RAM, NVIDIA Geforce MX450 2GB, Windows 11 - Graphite Grey",Ideapad 5,"https://btech.com/cdn-cgi/image/quality=50,format=auto/media/catalog/product/cache/9ac35d44fbf9ab480e3973716ba09643/6/9/69bd7e88f67b78d5f2b4a2709be5df5ee34ee7268f2b3dda722fb612a58c6427.jpeg",31999.0,5.0,0.0,0.0,15.6 Inch,16 GB,NONE,Intel Core i7-1165G7,NONE,https://btech.com/en/lenovo-id-5-i7-1165g7-512gb-16gb-mx450-2gb-grey.html,Windows 11,NONE,0.0,BTECH
Lenovo,"Lenovo Yoga 7 2in1 Convertible x360 Laptop, Intel Core i5-1135G7, 14 Inch FHD Touchscreen, 512GB SSD, 8GB RAM, Intel Iris Xe Graphics, Windows 11 - Slate Grey",Yoga 7 X360,"https://btech.com/cdn-cgi/image/quality=50,format=auto/media/catalog/product/cache/19f4d6d54dbbdd3999b3908d5cfa5c49/l/e/lenovo-yoga-7-2in1-i5-15-6-256-8-win10-grey_6_1.jpg",33999.0,3.0,0.0,0.0,14 Inch,8 GB,NONE,Intel Core i5-1135G7,"Intel Iris Xe Graphics,",https://btech.com/en/lenovo-yoga-7-x360-i5-1135g7-512-8gb-iris-xe-gy.html,Windows 11,NONE,0.0,BTECH
Dell,"Dell Vostro 3515 Laptop, AMD Ryzen 7-3700U, 15.6 Inch, 512GB SSD, 8GB RAM, AMD Radeon Graphics, Ubuntu - Black",Dell Vostro 3515,"https://btech.com/cdn-cgi/image/quality=50,format=auto/media/catalog/product/cache/eedc7f0a65e060b5a5c601bae71967e8/d/e/dell-vostro-3515-r5-3540u-512gb-8gb-ub-bk-3_9wfij2hszmygjuy1.jpg",23100.0,0.0,0.0,0.0,15.6 Inch,8 GB,NONE,AMD Ryzen 7-3700U,"AMD Ryzen 7-3700U,",https://btech.com/en/dell-3515-r7-3700u-512gb-8gb-ub-bk.html,Ubuntu,512GB,0.0,BTECH
Lenovo,"Lenovo LOQ Laptop, Intel Core i7-13620H, 15.6 Inch FHD, 512GB SSD, 16GB RAM, 8GB Nvidia RTX4060 Graphics, Windows 11 - Storm Grey",LOQ,"https://btech.com/cdn-cgi/image/quality=50,format=auto/media/catalog/product/cache/644bfda7428ac57da003af1a2249951d/5/c/5c6d1d8e3d270d0d056176c6e956e433b2a7e61fb0e4a72ac7c5623e026226f2.jpeg",59999.0,3.0,0.0,0.0,15.6 Inch,16 GB,NONE,Intel Core i7-13620H,"Nvidia RTX4060 Graphics,",https://btech.com/en/lenovo-loq-laptop-i7-13620h-15-6-inch-fhd-512gb-ssd-16gb-rtx4060-windows-11-grey.html,Windows 11,512GB,0.0,BTECH
